2.56548e-01,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,6.60714e-02,5.95238e-04,6.54762e-03,5.95238e-04,5.95238e-04,6.54762e-03,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,4.22619e-02,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,2.26786e-01,5.95238e-04,2.80357e-01,5.41667e-02,5.95238e-04,5.95238e-04,5.95238e-04,4.82143e-02,5.95238e-04
8.77727e-01,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,5.50000e-02,4.54545e-04,4.54545e-04,4.13636e-02,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,1.40909e-02,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04,4.54545e-04
6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,7.58621e-03,2.13793e-02,4.20690e-02,6.89655e-04,4.20690e-02,6.89655e-04,6.89655e-04,6.89655e-04,4.00690e-01,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04,3.86897e-01,4.89655e-02,3.51724e-02,6.89655e-04,6.89655e-04,6.89655e-04,6.89655e-04
4.04918e-01,5.46448e-04,2.24044e-02,5.46448e-04,1.14754e-02,1.14754e-02,5.46448e-04,5.46448e-04,1.31694e-01,5.46448e-04,5.46448e-04,7.15847e-02,5.46448e-04,5.46448e-04,6.06557e-02,5.46448e-04,1.14754e-02,5.46448e-04,5.46448e-04,5.46448e-04,5.46448e-04,1.53552e-01,5.46448e-04,5.46448e-04,1.69399e-02,5.46448e-04,5.46448e-04,9.34426e-02,5.46448e-04,5.46448e-04
1.65323e-02,4.03226e-04,4.03226e-04,5.68548e-02,4.43548e-03,8.46774e-03,4.03226e-04,2.62500e-01,3.66935e-02,1.21371e-01,4.03226e-04,4.03226e-04,4.03226e-04,4.03226e-04,4.03226e-04,4.43548e-03,4.03226e-04,4.03226e-04,4.03226e-04,7.29839e-02,4.03226e-04,1.25000e-02,2.86290e-02,1.57661e-01,4.03226e-04,1.65323e-02,4.03226e-04,1.89919e-01,4.03226e-04,4.43548e-03
4.15341e-01,5.68182e-04,4.60227e-02,5.68182e-04,5.68182e-04,1.08523e-01,3.46591e-02,5.68182e-04,5.68182e-04,1.08523e-01,5.68182e-04,3.46591e-02,6.25000e-03,1.19318e-02,1.19886e-01,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,1.02841e-01,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04,5.68182e-04
1.18935e-01,1.83432e-02,5.91716e-04,5.91716e-04,1.24260e-02,5.91716e-04,1.83432e-02,5.91716e-04,1.66272e-01,5.91716e-04,4.20118e-02,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,6.50888e-03,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,5.91716e-04,1.95858e-01,3.26036e-01,5.91716e-04,5.91716e-04,5.38462e-02,3.01775e-02
4.03763e-01,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,3.93011e-01,5.37634e-04,1.66667e-02,5.37634e-04,5.37634e-04,5.37634e-04,3.27957e-02,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,1.66667e-02,5.37634e-04,1.24194e-01,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04,5.37634e-04
4.41048e-02,4.80349e-03,4.80349e-03,4.36681e-04,4.36681e-04,4.36681e-04,4.36681e-04,4.84716e-02,4.36681e-04,2.23144e-01,1.09607e-01,4.36681e-04,4.36681e-04,4.36681e-04,8.77729e-02,4.36681e-04,1.79039e-02,4.36681e-04,4.36681e-04,4.36681e-04,6.15721e-02,9.17031e-03,3.10044e-02,4.36681e-04,1.70742e-01,4.36681e-04,1.79476e-01,4.36681e-04,4.36681e-04,4.36681e-04
4.04858e-04,4.04858e-04,4.04858e-04,8.94737e-02,4.04858e-04,4.04858e-04,2.27126e-01,4.04858e-04,4.04858e-04,4.04858e-04,2.55466e-01,4.04858e-04,4.04858e-04,2.55466e-01,4.04858e-04,4.04858e-04,4.04858e-04,1.21862e-01,4.04858e-04,4.04858e-04,4.04858e-04,3.27935e-02,4.04858e-04,4.04858e-04,4.04858e-04,4.04858e-04,4.04858e-04,8.50202e-03,4.04858e-04,4.04858e-04
7.24638e-04,7.24638e-04,7.97101e-03,7.24638e-04,7.24638e-04,7.24638e-04,3.41304e-01,7.24638e-04,2.24638e-02,7.24638e-04,1.09420e-01,2.24638e-02,7.24638e-04,7.24638e-04,3.19565e-01,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,1.02174e-01,1.52174e-02,7.24638e-04,7.24638e-04,7.24638e-04,7.24638e-04,4.42029e-02
2.26519e-02,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,3.92818e-01,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,1.27624e-01,5.52486e-04,1.16022e-02,5.52486e-04,6.07735e-03,5.52486e-04,5.52486e-04,7.23757e-02,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,5.52486e-04,3.54144e-01,5.52486e-04,5.52486e-04
5.88235e-04,5.88235e-04,5.35294e-02,1.00588e-01,5.88235e-04,9.47059e-02,5.88235e-04,7.11765e-02,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,3.00000e-02,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,5.88235e-04,1.77059e-01,5.88235e-04,3.06471e-01,5.88235e-04,5.88235e-04,7.70588e-02,5.88235e-04,5.88235e-04,7.70588e-02
4.58716e-04,4.58716e-04,4.58716e-04,2.66514e-01,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,5.04587e-03,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04,1.56422e-01,4.58716e-04,4.58716e-04,4.58716e-04,4.54587e-01,1.88073e-02,5.04587e-03,2.79817e-02,5.55046e-02,4.58716e-04,4.58716e-04,4.58716e-04,4.58716e-04
7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,8.33333e-03,7.57576e-04,7.57576e-04,1.37121e-01,7.57576e-04,7.57576e-04,6.37121e-01,7.57576e-04,7.57576e-04,7.57576e-04,3.86364e-02,1.59091e-02,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,1.21970e-01,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,7.57576e-04,2.34848e-02
4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.47154e-03,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,5.73171e-02,4.06504e-04,8.53659e-03,4.47154e-03,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,1.26016e-02,4.55691e-01,2.28049e-01,2.19919e-01,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04,4.06504e-04
5.95238e-04,5.95238e-04,6.54762e-03,7.20238e-02,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,5.72024e-01,5.95238e-04,5.95238e-04,5.95238e-04,5.95238e-04,6.54762e-03,5.95238e-04,5.95238e-04,6.54762e-03,5.95238e-04,4.82143e-02,5.95238e-04,5.95238e-04,4.22619e-02,9.58333e-02,5.95238e-04,5.95238e-04,1.25595e-01,6.54762e-03,6.54762e-03,5.95238e-04,5.95238e-04
